Filename,Extracted Values
X8Y4SIQW,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SJNN,"{""Current Assets"": ""20780"", ""Creditors: amounts falling due within one year"": ""-2257"", ""Net current assets (liabilities)"": ""18523"", ""Total assets less current liabilities"": ""18523"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-29766"", ""Total net assets (liabilities)"": ""-11243"", ""Capital and reserves"": ""-11243""}"
X8Y4SKV5,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SLB7,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SLGQ,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""48349"", ""Creditors: amounts falling due within one year"": ""-47490"", ""Net current assets (liabilities)"": ""859"", ""Total assets less current liabilities"": ""860"", ""Total net assets (liabilities)"": ""860"", ""Capital and reserves"": ""860""}"
X8Y4WJSR,"{""Notes "": ""2019"", ""Called up share capital not paid"": ""1"", ""Fixed Assets 52004"": ""nan"", ""Current Assets  2151"": ""nan"", ""Prepayments and accrued income  108749"": ""nan"", ""Creditors: amounts falling due within one year"": ""-105749"", ""Net current assets (liabilities)"": ""5151"", ""Total assets less current liabilities"": ""5152"", ""Accruals and deferred income  (5080)"": ""nan"", ""Total net assets (liabilities)"": ""72"", ""Capital and reserves"": ""72""}"
X8Y4WKMB,{}
X8Y26BQO,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y26QBM,"{""Current Assets"": ""14753"", ""Creditors: amounts falling due within one year"": ""-1526"", ""Net current assets (liabilities)"": ""13227"", ""Total assets less current liabilities"": ""13227"", ""Accruals and deferred income"": ""-1000"", ""Total net assets (liabilities)"": ""12227"", ""Capital and reserves"": ""12227""}"
X8Y28A2W,"{""Fixed Assets"": ""13397"", ""Current Assets"": ""18499"", ""Creditors: amounts falling due within one year"": ""-22226"", ""Net current assets (liabilities)"": ""-3727"", ""Total assets less current liabilities"": ""9670"", ""Total net assets (liabilities)"": ""9670"", ""Capital and reserves"": ""9670""}"
X8Y28AFV,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28AR5,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y28AVS,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28BDM,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28C76,"{""Fixed assets"": ""5720"", ""Current assets"": ""57775"", ""Prepayments and accrued income"": ""654"", ""Creditors: amounts falling due within one year"": ""-25733"", ""Net Current Assets"": ""32696"", ""Total assets less current liabilities"": ""38416"", ""Accruals and deferred income"": ""1902"", ""Net Assets"": ""36514"", ""Capital and reserves"": ""36514"", ""Company information"": ""nan""}"
X8Y28CDT,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""100"", ""Ordinary Shares of &#194;&#163; 001 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28DCG,"{""Current Assets"": ""471"", ""Net current assets (liabilities)"": ""471"", ""Total assets less current liabilities"": ""471"", ""Total net assets (liabilities)"": ""471"", ""Capital and reserves"": ""471""}"
X8Y28DNU,"{""Fixed Assets 60000"": ""nan"", ""Current Assets 80000"": ""nan"", ""Creditors: amounts falling due within one year (600)"": ""nan"", ""Net current assets (liabilities) 79400"": ""nan"", ""Total assets less current liabilities 139400 (135000)"": ""nan"", ""Total net assets (liabilities) 4400"": ""nan"", ""Capital and reserves 4400"": ""nan""}"
X8Y28E4O,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28E9V,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28E20,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28E28,"{""Called up share capital not paid"": ""500"", ""Net assets"": ""500"", ""Tssued share capital"": ""500"", ""Ordinary Shares 1 of &#194;&#163; each"": ""500"", ""Total Shareholder funds"": ""500""}"
X8Y28EQP,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y28GDT,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28GK0,"{""Current Assets"": ""50695"", ""Creditors: amounts falling due within one year"": ""-4919"", ""Net current assets (liabilities)"": ""45776"", ""Total assets less current liabilities"": ""45776"", ""Accruals and deferred income"": ""-260"", ""Total net assets (liabilities)"": ""45516"", ""Capital and reserves"": ""45516""}"
X8Y28GVE,"{""Current Assets"": ""38779"", ""Creditors: amounts falling due within one year"": ""-2733"", ""Net current assets (liabilities)"": ""36046"", ""Total assets less current liabilities"": ""36046"", ""Creditors: amounts falling due after more than one year"": ""-32956"", ""Total net assets (liabilities)"": ""3090"", ""Capital and reserves"": ""3090""}"
X8Y28HC0,{}
X8Y28HHV,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""2380"", ""Current Assets"": ""6423"", ""Creditors: amounts falling due within one year"": ""-1376"", ""Net current assets (liabilities)"": ""5047"", ""Total assets less current liabilities"": ""7429"", ""Creditors: amounts falling due after more than one year"": ""-24679"", ""Accruals and deferred income"": ""-1125"", ""Total net assets (liabilities)"": ""-18375"", ""Capital and reserves"": ""-18375""}"
X8Y28HNM,{}
X8Y28HSH,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital ordinary"": ""nan"", ""Shares 1 of &#194;&#163; each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y28IC3,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""427"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""427"", ""Total assets less current liabilities"": ""427"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""427"", ""Reserves"": ""427""}"
X8Y28ICZ,{}
X8Y28IWG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""11"", ""Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28IYR,{}
X8Y28J3N,{}
X8Y28JG1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28JLK,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28KH4,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""20190"", ""Current Assets"": ""7684"", ""Creditors: amounts falling due within one year"": ""-90"", ""Net current assets (liabilities)"": ""7594"", ""Total assets less current liabilities"": ""27786"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-33958"", ""Total net assets (liabilities)"": ""-6172"", ""Capital and reserves"": ""-6172""}"
X8Y28KR6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""3372"", ""Net assets"": ""3372"", ""Issued share capital"": ""nan"", ""Ordinary Share of &#194;&#163; 3372 each"": ""3372"", ""Total Shareholder funds"": ""3372""}"
X8Y28KZ5,"{""Called up share capital not paid"": ""10"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""-22733"", ""Net current assets (liabilities)"": ""38220"", ""Total assets less current liabilities"": ""38230"", ""Creditors: amounts falling due after more than one year"": ""nan"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""38230"", ""Capital and reserves"": ""38230""}"
X8Y28LEJ,"{""Cash at bank and in hand"": ""4"", ""Net assets"": ""4"", ""Issued share capital"": ""4"", ""Ordinary Shares 1 of &#194;&#163; each"": ""4"", ""Total Shareholder funds"": ""4""}"
X8Y28LXS,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28M57,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28MBM,"{""Called up share capital not paid"": ""1000"", ""Total assets less current liabilities"": ""1000"", ""Total net assets (liabilities)"": ""1000"", ""Capital and reserves"": ""1000""}"
X8Y28MDM,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""A Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28MNT,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y28MOH,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Reserves"": ""0""}"
X8Y28NCP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y28NOG,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y28OE8,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28OLN,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""10000"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""10000"", ""Total assets less current liabilities"": ""10001"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""10001"", ""Capital and reserves"": ""10001""}"
X8Y287W0,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary A Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y289DK,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y2878B,{}
X8Y28615,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TUMQ,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4TUOQ,{}
X8Y4TUUB,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4TV08,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4TV40,"{""Fixed Assets"": ""164467"", ""Current Assets"": ""23350"", ""Creditors: amounts falling due within one year"": ""-101463"", ""Net current assets (liabilities)"": ""-78113"", ""Total assets less current liabilities"": ""86354"", ""Total net assets (liabilities)"": ""86354"", ""Capital and reserves"": ""86354""}"
X8Y4TVGA,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4TVKZ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4TW66,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""A Ordinary Shares 1 of &#194;&#163; each 25"": ""25"", ""B Ordinary Shares 1 of &#194;&#163; each 25"": ""50"", ""C Ordinary Shares 1 of &#194;&#163; each"": ""50"", ""Total Shareholder funds"": ""100""}"
X8Y4TXQQ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4TYE1,"{""Current Assets"": ""9235"", ""Creditors: amounts falling due within one year"": ""-3620"", ""Net current assets (liabilities)"": ""5615"", ""Total assets less current liabilities"": ""5615"", ""Total net assets (liabilities)"": ""5615"", ""Reserves"": ""5615""}"
X8Y4TYSR,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4TZRK,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4TZVK,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U0G3,{}
X8Y4U0RL,"{""Current Assets"": ""5445"", ""Creditors: amounts falling due within one year"": ""-3655"", ""Net current assets (liabilities)"": ""1790"", ""Total assets less current liabilities"": ""1790"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-1458"", ""Total net assets (liabilities)"": ""332"", ""Capital and reserves"": ""332""}"
X8Y4U0TL,"{"" "": ""2018"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital ord"": ""nan"", ""Shares of &#226;&#8218;&#172;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U0VT,"{""Fixed Assets"": ""15051"", ""Current Assets"": ""61719"", ""Creditors: amounts falling due within one year"": ""-34382"", ""Net current assets (liabilities)"": ""27337"", ""Total assets less current liabilities"": ""42388"", ""Total net assets (liabilities)"": ""42388"", ""Capital and reserves"": ""42383""}"
X8Y4U2BD,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U37L,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U3IJ,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""1"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4U3UP,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U4O1,"{""Fixed Assets"": ""254"", ""Current Assets"": ""5612"", ""Creditors: amounts falling due within one year"": ""-25831"", ""Net current assets (liabilities)"": ""-20219"", ""Total assets less current liabilities"": ""-19965"", ""Total net assets (liabilities)"": ""-19965"", ""Capital and reserves"": ""-19965""}"
X8Y4U4ZM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U51F,"{""Current assets"": ""nan"", ""Creditors: amounts falling due within one year"": ""-26109"", ""Net Current Liabilities"": ""-26033"", ""Total assets less current liabilities"": ""-26033"", ""Accruals and deferred income"": ""325"", ""Net Liabilities"": ""-26358"", ""Capital and reserves"": ""26358"", ""Company information registered"": ""nan"", ""in registered number 6769184 Registered office 82 Reddish Road Reddish Stockport Cheshire SK5 "": ""nan""}"
X8Y4U5TV,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4U6QJ,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4U77U,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""ORDINARY Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U81M,"{""Fixed Assets"": ""325"", ""Current Assets"": ""3695"", ""Creditors: amounts falling due within one year"": ""-4780"", ""Net current assets (liabilities)"": ""-1085"", ""Total assets less current liabilities"": ""-760"", ""Total net assets (liabilities)"": ""-760"", ""Capital and reserves (1024)"": ""nan""}"
X8Y4U856,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U8BF,"{""Fixed Assets"": ""1090"", ""Current Assets"": ""9037"", ""Creditors: amounts falling due within one year"": ""-8000"", ""Net current assets (liabilities)"": ""1037"", ""Total assets less current liabilities"": ""2127"", ""Accruals and deferred income"": ""-1100"", ""Total net assets (liabilities)"": ""1027"", ""Capital and reserves"": ""1027""}"
X8Y4U8V6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""ORDINARY Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U8YA,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""0"", ""Ordinary of &#194;&#163;1 each"": ""100"", ""Issued share capital"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES"": ""1"", ""During the year the company allotted O ordinary shares with an aggregate nominal value of &#194;&#163; 0 the consideration"": ""nan"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4U963,"{""Called up share capital not paid"": ""100"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""5659"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""-4659"", ""Net current assets (liabilities)"": ""1000"", ""Total assets less current liabilities"": ""1100"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""-1000"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4U974,"{""Called up share capital not paid"": ""000"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""10020"", ""Net assets"": ""10020"", ""Issued share capital"": ""nan"", ""B Ordinary Shares of &#194;&#163;010 each 020"": ""100"", ""Ordinary Shares of &#194;&#163;100 each"": ""10000"", ""Total Shareholder funds"": ""10020""}"
X8Y4U9G1,{}
X8Y4UBJF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""ORDINARY Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UBL0,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4UBMG,{}
X8Y4UC77,"{""Cash at bank and in hand "": ""100"", ""Net assets "": ""100"", ""Issued share capital "": ""100"", ""Ordinary Shares 1 of &#194;&#163; each "": ""100"", ""Total Shareholder funds "": ""100""}"
X8Y4UCJL,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UCQQ,"{""Fixed Assets"": ""157853"", ""Current Assets"": ""5354"", ""Creditors: amounts falling due within one year"": ""-576"", ""Net current assets (liabilities)"": ""-576"", ""Total assets less current liabilities"": ""157277"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-10469"", ""Total net assets (liabilities)"": ""146808"", ""Capital and reserves"": ""146808""}"
X8Y4UDKA,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UDNM,"{""Called up share capital not paid "": ""10000"", ""Net assets "": ""10000"", ""Tssued share capital "": ""10000"", ""Ordinary Shares 1 of &#194;&#163; each "": ""10000"", ""Total Shareholder funds "": ""10000""}"
X8Y4UDTN,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UECQ,{}
X8Y4UESO,"{""Current Assets"": ""2000"", ""Creditors: amounts falling due within one year"": ""-1642"", ""Net current assets (liabilities)"": ""358"", ""Total assets less current liabilities"": ""358"", ""Total net assets (liabilities)"": ""358"", ""Capital and reserves"": ""358""}"
X8Y4UEZT,{}
X8Y4UF29,"{""Current Assets 20814"": ""31569"", ""Prepayments and accrued income"": ""1703"", ""Creditors: amounts falling due within one (13763)"": ""-21138"", ""Net current assets (liabilities) 7051"": ""12134"", ""Total assets less current liabilities 7051"": ""12134"", ""Total net assets (liabilities) 7051"": ""12134"", ""Capital and reserves 7051"": ""12134""}"
X8Y4UF5E,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4UFO8,"{""Current Assets"": ""96808"", ""Creditors: amounts falling due within one year"": ""nan"", ""Net current assets (liabilities)"": ""76090"", ""Total assets less current liabilities"": ""76090"", ""Total net assets (liabilities)"": ""76090"", ""Capital and reserves"": ""76090""}"
X8Y4UFZM,"{""Net assets"": ""nan"", ""Reserves I"": ""nan""}"
X8Y4UGJT,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""1000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4UGVM,"{""Current Assets"": ""9062"", ""Creditors: amounts falling due within one year"": ""-2027"", ""Net current assets (liabilities)"": ""7035"", ""Total assets less current liabilities"": ""7035"", ""Total net assets (liabilities)"": ""7035"", ""Capital and reserves"": ""7035""}"
X8Y4UI1O,"{""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UI8P,"{""Called up share capital not paid"": ""80000"", ""Net assets"": ""80000"", ""Tssued share capital"": ""80000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""80000"", ""Total Shareholder funds"": ""80000""}"
X8Y4UJ1T,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UKE8,{}
X8Y4UKFK,"{""Cash at bank and in hand "": ""1"", ""Net assets "": ""1"", ""Issued share capital "": ""1"", ""ORDINARY Share of &#194;&#163;  each "": ""1"", ""Total Shareholder funds "": ""1""}"
X8Y4UKFS,"{""Current Assets"": ""58357"", ""Creditors: amounts falling due within one year"": ""-170"", ""Net current assets (liabilities)"": ""58187"", ""Total assets less current liabilities"": ""58187"", ""Total net assets (liabilities)"": ""58187"", ""Capital and reserves"": ""58187""}"
X8Y4UL4G,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""10000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4UL6O,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""10"", ""Ordinary Shares of &#194;&#163;  each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4ULBL,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4ULYO,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
